age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category,,,,,,
32,45,154,43.06,FALSE,Srinagar,Teacher,Low,,,,,,
48,89,171,35.32,TRUE,Vadodara,Businessman,Medium,,,,,,
41,61,192,24.13,FALSE,Nashik,Doctor,Medium,,,,,,
35,45,161,4.05,FALSE,Varanasi,Consultant,Low,,,,,,
30,73,165,8.51,FALSE,Allahabad,Data Analyst,Low,,,,,,
42,96,156,15.38,FALSE,Indore,Banker,Medium,,,,,,
24,76,161,48.76,FALSE,Patna,Government Employee,Low,,,,,,
40,64,185,39.42,FALSE,Agra,Driver,Low,,,,,,
49,45,155,47.45,FALSE,Rajkot,Real Estate Agent,Low,,,,,,
37,66,155,34.31,FALSE,Agra,Banker,Low,,,,,,
48,87,183,15.71,TRUE,Vadodara,Banker,High,,,,,,
18,99,169,26.57,TRUE,Vadodara,HR Manager,High,,,,,,
37,53,166,31.98,FALSE,Rajkot,Sales Manager,Low,,,,,,
36,81,191,11.59,TRUE,Allahabad,Civil Servant,Medium,,,,,,
34,69,155,2.17,FALSE,Srinagar,Nurse,Low,,,,,,
47,75,182,19.93,TRUE,Mumbai,Banker,Medium,,,,,,
60,63,165,35.55,FALSE,Srinagar,Civil Servant,Low,,,,,,
49,49,187,36.8,TRUE,Nagpur,Factory Worker,High,,,,,,
30,81,188,19.46,FALSE,Kanpur,Accountant,Low,,,,,,
53,87,182,43.27,TRUE,Ranchi,Factory Worker,High,,,,,,
51,70,189,17.38,TRUE,Allahabad,Electrician,High,,,,,,
26,76,186,4.85,TRUE,Bangalore,Driver,Low,,,,,,
34,84,170,22.85,FALSE,Kolkata,Data Analyst,Medium,,,,,,
26,93,162,27.06,TRUE,Vadodara,Nurse,High,,,,,,
50,57,187,24.6,FALSE,Bangalore,Software Engineer,Medium,,,,,,
49,99,157,2.85,FALSE,Lucknow,Accountant,Medium,,,,,,
31,85,177,15,FALSE,Mumbai,Shop Owner,Low,,,,,,
35,84,193,25.28,FALSE,Ranchi,Driver,Low,,,,,,
18,66,158,33.89,FALSE,Lucknow,Accountant,Low,,,,,,
62,78,155,19.9,FALSE,Indore,Banker,Medium,,,,,,
58,53,189,11.22,FALSE,Meerut,Lawyer,Medium,,,,,,
20,46,185,24.48,TRUE,Ranchi,Civil Servant,High,,,,,,
39,81,174,33.67,FALSE,Ghaziabad,Retail Manager,Medium,,,,,,
41,46,186,14.46,FALSE,Hyderabad,Banker,Medium,,,,,,
60,47,195,44.02,TRUE,Ranchi,Software Engineer,High,,,,,,
56,56,153,40.98,FALSE,Chennai,Nurse,Medium,,,,,,
43,93,194,18.53,TRUE,Visakhapatnam,Insurance Agent,Medium,,,,,,
25,64,158,8.45,FALSE,Chennai,Engineer,Medium,,,,,,
47,95,179,37.32,TRUE,Agra,Accountant,High,,,,,,
31,91,164,5.67,FALSE,Chennai,Lawyer,High,,,,,,
61,65,159,2.76,FALSE,Indore,Nurse,Medium,,,,,,
32,76,193,28.68,FALSE,Vadodara,Sales Manager,Low,,,,,,
40,84,169,7.51,FALSE,Hyderabad,Factory Worker,Low,,,,,,
44,57,180,29.08,FALSE,Hyderabad,Doctor,High,,,,,,
57,87,179,11.5,FALSE,Delhi,Insurance Agent,Medium,,,,,,
25,54,163,23.54,FALSE,Patna,Civil Servant,Low,,,,,,
56,63,150,28.93,FALSE,Surat,Software Engineer,Medium,,,,,,
51,63,168,46.81,FALSE,Kolkata,Plumber,Medium,,,,,,
50,97,183,34.24,FALSE,Rajkot,Software Engineer,Medium,,,,,,
51,89,160,32.09,FALSE,Agra,HR Manager,High,,,,,,
25,48,162,44.82,TRUE,Agra,Civil Servant,High,,,,,,
32,74,162,23.11,FALSE,Chennai,Government Employee,Medium,,,,,,
28,66,159,22.34,TRUE,Visakhapatnam,Sales Manager,High,,,,,,
49,65,160,22.1,TRUE,Nagpur,Marketing Manager,High,,,,,,
44,63,184,48.68,FALSE,Kanpur,Pharmacist,Low,,,,,,
60,68,173,6.9,TRUE,Patna,Carpenter,High,,,,,,
50,78,192,22.71,FALSE,Lucknow,Carpenter,Low,,,,,,
21,64,179,18.21,FALSE,Patna,Consultant,Low,,,,,,
55,53,163,9.15,FALSE,Ludhiana,Lab Technician,Medium,,,,,,
53,46,185,11.54,FALSE,Pune,Driver,Medium,,,,,,
30,91,168,35.46,FALSE,Allahabad,Nurse,Medium,,,,,,
40,65,172,30.4,FALSE,Rajkot,Chef,Low,,,,,,
25,91,193,41.75,FALSE,Kanpur,Retail Manager,Low,,,,,,
48,65,165,8.35,FALSE,Faridabad,Real Estate Agent,Low,,,,,,
54,58,189,13.02,FALSE,Meerut,Teacher,Medium,,,,,,
42,74,153,9.2,FALSE,Indore,Businessman,High,,,,,,
23,62,162,32,FALSE,Ludhiana,Insurance Agent,Low,,,,,,
62,82,168,4.64,FALSE,Nashik,Content Writer,Medium,,,,,,
60,77,152,12.04,FALSE,Varanasi,Shop Owner,Medium,,,,,,
23,84,195,46.2,FALSE,Nagpur,Doctor,Low,,,,,,
19,96,179,21.35,FALSE,Varanasi,Content Writer,Low,,,,,,
19,61,190,31.35,FALSE,Jaipur,Consultant,Low,,,,,,
20,63,185,10.71,TRUE,Rajkot,Pharmacist,Medium,,,,,,
39,89,183,6.68,FALSE,Mumbai,Nurse,Medium,,,,,,
54,86,174,29.62,TRUE,Ahmedabad,Factory Worker,High,,,,,,
48,52,176,18.54,TRUE,Ahmedabad,Teacher,High,,,,,,
18,69,152,34.48,FALSE,Kanpur,Plumber,Low,,,,,,
50,75,184,9.05,TRUE,Nagpur,Retail Manager,Medium,,,,,,
27,59,194,36.92,FALSE,Chennai,Marketing Manager,Low,,,,,,
39,95,191,34.97,FALSE,Ghaziabad,Accountant,Medium,,,,,,
63,62,184,3.96,TRUE,Surat,Real Estate Agent,High,,,,,,
19,94,160,26.95,FALSE,Ahmedabad,Banker,Medium,,,,,,
25,52,154,47.94,FALSE,Srinagar,Civil Servant,Low,,,,,,
61,66,195,41.88,FALSE,Srinagar,Retail Manager,High,,,,,,
46,48,169,12.98,TRUE,Vadodara,Marketing Manager,High,,,,,,
61,79,177,4.38,TRUE,Pune,Lab Technician,High,,,,,,
37,45,158,41.35,TRUE,Hyderabad,Businessman,High,,,,,,
40,74,185,4.66,FALSE,Bhopal,Content Writer,Low,,,,,,
43,78,186,32.12,FALSE,Bhopal,Content Writer,Low,,,,,,
64,45,187,21.09,FALSE,Jaipur,HR Manager,Medium,,,,,,
59,72,161,49.7,TRUE,Nashik,Teacher,High,,,,,,
48,47,158,36.14,TRUE,Rajkot,Civil Servant,High,,,,,,
32,55,166,15.22,FALSE,Varanasi,Data Analyst,Low,,,,,,
31,47,158,8.21,FALSE,Delhi,Teacher,Low,,,,,,
32,51,165,45.64,FALSE,Rajkot,Content Writer,Low,,,,,,
40,65,157,32.46,TRUE,Mumbai,Factory Worker,High,,,,,,
57,64,152,45.29,TRUE,Visakhapatnam,Chef,High,,,,,,
48,87,193,27.93,FALSE,Allahabad,Civil Servant,Low,,,,,,
30,98,164,30.95,FALSE,Lucknow,Carpenter,Medium,,,,,,
18,48,186,6.46,TRUE,Ghaziabad,Electrician,Medium,,,,,,
36,74,191,20.56,TRUE,Delhi,Carpenter,Medium,,,,,,
38,99,174,16.1,FALSE,Ahmedabad,Driver,Medium,,,,,,
44,67,177,15.11,FALSE,Varanasi,Electrician,Low,,,,,,
33,95,174,8.92,TRUE,Nagpur,Lawyer,Medium,,,,,,
57,94,158,39.67,FALSE,Amritsar,Sales Manager,High,,,,,,
50,80,191,8.17,FALSE,Ahmedabad,Lab Technician,Low,,,,,,
57,66,159,39.53,FALSE,Visakhapatnam,Accountant,Medium,,,,,,
51,86,192,46.72,FALSE,Surat,Software Engineer,Medium,,,,,,
41,50,191,49.21,FALSE,Ghaziabad,Lab Technician,Medium,,,,,,
40,77,164,38.59,FALSE,Srinagar,Marketing Manager,Medium,,,,,,
27,58,157,27.18,FALSE,Faridabad,Software Engineer,Low,,,,,,
58,88,150,20.01,TRUE,Ahmedabad,Driver,High,,,,,,
61,83,154,6.01,TRUE,Mumbai,Banker,High,,,,,,
44,72,189,25.96,FALSE,Ahmedabad,Nurse,Low,,,,,,
63,72,181,37.38,FALSE,Ahmedabad,Lab Technician,Medium,,,,,,
57,51,171,44.05,TRUE,Hyderabad,Shop Owner,High,,,,,,
22,79,184,48.92,FALSE,Indore,Lawyer,Low,,,,,,
50,68,193,39.3,FALSE,Chennai,Engineer,Medium,,,,,,
32,88,181,38.53,FALSE,Indore,Carpenter,Medium,,,,,,
52,87,151,25.81,FALSE,Nagpur,Plumber,High,,,,,,
63,77,171,23.35,TRUE,Pune,Banker,High,,,,,,
36,65,180,8.33,TRUE,Delhi,Doctor,Medium,,,,,,
23,97,151,49.77,TRUE,Surat,Doctor,High,,,,,,
45,95,151,37.93,FALSE,Kolkata,Engineer,Medium,,,,,,
58,61,186,11.63,FALSE,Visakhapatnam,Accountant,Medium,,,,,,
36,80,182,14.81,TRUE,Kolkata,Electrician,Medium,,,,,,
61,77,162,36.58,FALSE,Srinagar,Sales Manager,Medium,,,,,,
45,52,160,14.44,FALSE,Lucknow,Lab Technician,Low,,,,,,
56,75,193,22.57,FALSE,Mumbai,Nurse,Medium,,,,,,
60,83,166,25.63,FALSE,Kanpur,Plumber,High,,,,,,
30,48,191,12.76,FALSE,Hyderabad,HR Manager,Low,,,,,,
35,52,191,39.22,FALSE,Mumbai,Doctor,Medium,,,,,,
23,71,179,46.96,FALSE,Pune,Consultant,Low,,,,,,
52,70,170,28.29,FALSE,Bangalore,Lawyer,Medium,,,,,,
42,71,181,33.84,TRUE,Kanpur,Consultant,High,,,,,,
26,46,188,43.87,FALSE,Nashik,Architect,Low,,,,,,
60,84,179,34.02,FALSE,Vadodara,Pharmacist,Medium,,,,,,
57,76,151,20.46,TRUE,Ranchi,Civil Servant,High,,,,,,
45,80,180,6.21,FALSE,Srinagar,HR Manager,Low,,,,,,
39,53,171,24.35,TRUE,Ghaziabad,Insurance Agent,Medium,,,,,,
42,57,179,6.56,TRUE,Rajkot,Factory Worker,High,,,,,,
22,98,166,46.16,TRUE,Lucknow,Carpenter,Medium,,,,,,
53,68,172,45.89,FALSE,Indore,Shop Owner,Medium,,,,,,
25,86,162,21.86,FALSE,Bhopal,Software Engineer,Low,,,,,,
35,75,161,47.17,TRUE,Nagpur,Architect,High,,,,,,
57,98,177,42.01,TRUE,Indore,Businessman,High,,,,,,
56,62,167,32.69,FALSE,Ranchi,Chef,Medium,,,,,,
27,94,192,32.61,FALSE,Surat,Architect,Low,,,,,,
26,98,188,3.04,TRUE,Surat,Software Engineer,Medium,,,,,,
22,68,174,19.17,FALSE,Faridabad,Businessman,Low,,,,,,
52,68,177,26.19,FALSE,Ahmedabad,Carpenter,Medium,,,,,,
19,51,195,9.64,TRUE,Varanasi,Accountant,Medium,,,,,,
33,60,178,17.38,TRUE,Visakhapatnam,Shop Owner,Medium,,,,,,
54,78,178,28.26,FALSE,Mumbai,Content Writer,Low,,,,,,
23,80,180,45.82,FALSE,Kolkata,Teacher,Medium,,,,,,
22,93,170,16.09,FALSE,Varanasi,Civil Servant,Low,,,,,,
59,65,159,36.11,TRUE,Rajkot,Real Estate Agent,Medium,,,,,,
56,74,190,40.73,FALSE,Ghaziabad,Carpenter,Medium,,,,,,
33,65,155,21.65,TRUE,Vadodara,Pharmacist,High,,,,,,
24,83,182,25.54,FALSE,Ahmedabad,Doctor,Low,,,,,,
57,99,152,16.45,TRUE,Ranchi,Retail Manager,High,,,,,,
48,74,192,21.32,TRUE,Delhi,Banker,High,,,,,,
43,59,175,25.43,FALSE,Rajkot,Real Estate Agent,Low,,,,,,
46,64,185,6.51,FALSE,Varanasi,Lab Technician,Low,,,,,,
31,54,163,14.07,FALSE,Surat,Engineer,Low,,,,,,
30,58,186,7.64,FALSE,Chennai,Doctor,Low,,,,,,
58,68,171,33.15,FALSE,Meerut,Consultant,Medium,,,,,,
41,74,163,29.1,TRUE,Chennai,Lab Technician,High,,,,,,
41,88,190,10.79,FALSE,Faridabad,Accountant,Low,,,,,,
64,51,185,40.38,FALSE,Srinagar,Government Employee,Medium,,,,,,
63,52,166,29.15,TRUE,Bhopal,HR Manager,High,,,,,,
52,97,189,33.47,FALSE,Ludhiana,Real Estate Agent,Low,,,,,,
52,99,195,5.88,FALSE,Srinagar,Teacher,Medium,,,,,,
36,92,185,48.36,FALSE,Rajkot,Insurance Agent,Medium,,,,,,
60,56,184,28.27,FALSE,Hyderabad,Carpenter,Medium,,,,,,
48,59,173,26.6,FALSE,Bangalore,Pharmacist,Low,,,,,,
59,96,181,5.49,FALSE,Pune,Doctor,Medium,,,,,,
59,49,162,17.37,TRUE,Mumbai,Doctor,High,,,,,,
58,74,183,32.61,FALSE,Lucknow,Lab Technician,Medium,,,,,,
42,74,172,3.98,FALSE,Varanasi,Data Analyst,Low,,,,,,
37,80,165,47.17,FALSE,Hyderabad,Architect,Medium,,,,,,
24,95,152,16.53,FALSE,Chennai,Sales Manager,Low,,,,,,
48,57,175,49.95,FALSE,Lucknow,Engineer,Medium,,,,,,
20,86,185,4.68,FALSE,Lucknow,Consultant,Low,,,,,,
18,98,153,17.77,TRUE,Kolkata,Government Employee,High,,,,,,
55,99,173,44.46,TRUE,Surat,Teacher,High,,,,,,
34,95,184,47.44,FALSE,Agra,Real Estate Agent,Medium,,,,,,
41,51,185,36.21,FALSE,Chennai,Retail Manager,Medium,,,,,,
54,90,187,43.78,TRUE,Visakhapatnam,Lab Technician,High,,,,,,
51,95,157,43.97,TRUE,Amritsar,Teacher,High,,,,,,
57,71,155,47.68,FALSE,Hyderabad,Doctor,Medium,,,,,,
55,49,155,33.62,FALSE,Bangalore,Sales Manager,Medium,,,,,,
27,58,173,4.99,FALSE,Amritsar,Banker,Low,,,,,,
50,94,180,31.97,FALSE,Delhi,Plumber,Medium,,,,,,
43,66,182,9.01,FALSE,Delhi,Civil Servant,Low,,,,,,
43,47,184,29.62,TRUE,Meerut,Insurance Agent,High,,,,,,
25,94,179,36.53,FALSE,Kolkata,Software Engineer,Low,,,,,,
48,83,168,40.71,FALSE,Faridabad,Content Writer,Medium,,,,,,
33,68,166,28.33,FALSE,Indore,Accountant,Low,,,,,,
20,46,165,30.04,FALSE,Patna,Marketing Manager,Low,,,,,,
49,66,153,33.4,FALSE,Agra,Sales Manager,Medium,,,,,,
33,54,170,5.18,FALSE,Bangalore,Content Writer,Low,,,,,,
37,74,185,23.22,FALSE,Patna,Accountant,Low,,,,,,
42,55,154,31.15,FALSE,Bhopal,Insurance Agent,Low,,,,,,
55,66,195,42.53,TRUE,Bhopal,Plumber,High,,,,,,
50,84,152,20.74,FALSE,Ludhiana,Lawyer,Medium,,,,,,
32,63,163,33.87,FALSE,Rajkot,HR Manager,Low,,,,,,
49,48,163,20.78,TRUE,Pune,Banker,High,,,,,,
21,53,172,17.94,TRUE,Mumbai,Insurance Agent,Medium,,,,,,
27,78,166,39.68,TRUE,Hyderabad,Real Estate Agent,High,,,,,,
30,53,176,48.29,FALSE,Vadodara,Sales Manager,Low,,,,,,
25,69,187,31.49,TRUE,Faridabad,Software Engineer,Medium,,,,,,
35,57,180,24.14,TRUE,Amritsar,Real Estate Agent,High,,,,,,
36,93,181,33.8,FALSE,Chennai,Businessman,Medium,,,,,,
45,92,160,19.08,TRUE,Agra,Marketing Manager,High,,,,,,
23,58,179,11.11,TRUE,Allahabad,Banker,Medium,,,,,,
29,84,159,23.61,FALSE,Pune,Marketing Manager,High,,,,,,
23,55,176,15.15,TRUE,Mumbai,Architect,Medium,,,,,,
37,47,161,46.71,FALSE,Bhopal,Marketing Manager,Low,,,,,,
43,84,157,36.46,TRUE,Ahmedabad,Pharmacist,High,,,,,,
19,94,165,40.44,FALSE,Surat,Software Engineer,Medium,,,,,,
27,51,159,40.11,FALSE,Hyderabad,Carpenter,Low,,,,,,
38,82,187,19.1,TRUE,Mumbai,Retail Manager,Medium,,,,,,
56,69,177,3.48,FALSE,Agra,Data Analyst,Medium,,,,,,
59,64,166,23.33,FALSE,Faridabad,HR Manager,Medium,,,,,,
46,62,155,19.7,TRUE,Rajkot,Plumber,Medium,,,,,,
25,67,168,29.22,TRUE,Varanasi,Teacher,Medium,,,,,,
22,60,187,12.76,FALSE,Kolkata,Chef,Low,,,,,,
33,50,162,7.89,TRUE,Indore,Data Analyst,Medium,,,,,,
53,77,171,37.72,FALSE,Ghaziabad,Pharmacist,Medium,,,,,,
45,56,176,24.61,TRUE,Varanasi,HR Manager,High,,,,,,
25,86,187,13.57,FALSE,Amritsar,Retail Manager,Low,,,,,,
55,62,167,41.07,TRUE,Bhopal,Factory Worker,High,,,,,,
47,85,150,7.6,TRUE,Rajkot,Accountant,High,,,,,,
31,64,174,40.11,FALSE,Jaipur,Plumber,Low,,,,,,
51,90,179,32.45,TRUE,Jaipur,Lawyer,High,,,,,,
37,62,156,18.65,FALSE,Mumbai,Pharmacist,Low,,,,,,
33,69,167,8.99,FALSE,Ludhiana,Software Engineer,Medium,,,,,,
49,96,194,44.26,FALSE,Mumbai,Doctor,Medium,,,,,,
36,51,194,5.05,FALSE,Hyderabad,Teacher,Low,,,,,,
49,65,185,45.79,TRUE,Ludhiana,Driver,High,,,,,,
38,46,177,7.85,FALSE,Hyderabad,Marketing Manager,Low,,,,,,
44,84,185,47.59,FALSE,Mumbai,Chef,Low,,,,,,
30,72,178,14.21,FALSE,Nagpur,Accountant,Low,,,,,,
60,58,151,35.16,TRUE,Indore,Doctor,High,,,,,,
27,46,165,37.29,FALSE,Ludhiana,Civil Servant,Low,,,,,,
54,45,189,30.41,FALSE,Bangalore,Pharmacist,Low,,,,,,
45,51,165,29.38,TRUE,Ghaziabad,Civil Servant,Medium,,,,,,
41,89,187,36.61,FALSE,Faridabad,Consultant,Medium,,,,,,
64,93,179,24,FALSE,Amritsar,Consultant,Medium,,,,,,
23,48,161,41.15,FALSE,Patna,Doctor,Low,,,,,,
25,86,161,42.94,FALSE,Ranchi,Insurance Agent,Medium,,,,,,
21,63,172,8.07,FALSE,Allahabad,Sales Manager,Low,,,,,,
44,88,163,2.67,TRUE,Chennai,Government Employee,High,,,,,,
34,59,180,8.64,FALSE,Rajkot,Shop Owner,Low,,,,,,
45,95,174,26.16,FALSE,Ranchi,Businessman,Medium,,,,,,
35,90,167,45.51,TRUE,Hyderabad,Factory Worker,High,,,,,,
47,60,192,16.04,FALSE,Allahabad,Driver,High,,,,,,
24,66,172,25.54,FALSE,Rajkot,Software Engineer,Low,,,,,,
24,80,187,49.94,TRUE,Nagpur,Doctor,High,,,,,,
46,85,167,15.1,TRUE,Kanpur,Engineer,High,,,,,,
56,98,172,40.3,FALSE,Jaipur,Real Estate Agent,High,,,,,,
37,49,187,48.99,TRUE,Surat,Engineer,High,,,,,,
44,94,153,38.53,FALSE,Visakhapatnam,HR Manager,Medium,,,,,,
54,90,188,43.39,TRUE,Pune,Teacher,High,,,,,,
56,96,152,7.29,FALSE,Kanpur,Nurse,Medium,,,,,,
55,70,181,42.45,FALSE,Hyderabad,Civil Servant,Medium,,,,,,
47,51,153,36.61,FALSE,Kolkata,Factory Worker,Low,,,,,,
18,84,161,36.57,TRUE,Patna,Engineer,High,,,,,,
63,55,188,20.74,TRUE,Kolkata,Businessman,High,,,,,,
60,62,171,32.69,TRUE,Ghaziabad,Banker,High,,,,,,
19,76,177,16.41,FALSE,Pune,Lawyer,Low,,,,,,
33,65,185,23.75,FALSE,Faridabad,Sales Manager,Low,,,,,,
40,61,185,38.21,FALSE,Delhi,Data Analyst,Medium,,,,,,
58,95,180,13.24,FALSE,Patna,Insurance Agent,Medium,,,,,,
56,87,160,16.03,TRUE,Agra,Factory Worker,High,,,,,,
29,69,181,2.78,TRUE,Nashik,Shop Owner,Low,,,,,,
34,68,159,38.37,FALSE,Ranchi,Marketing Manager,Medium,,,,,,
42,69,173,14.88,FALSE,Patna,Data Analyst,Low,,,,,,
35,59,160,45.13,FALSE,Varanasi,Insurance Agent,Low,,,,,,
40,98,168,23.08,FALSE,Visakhapatnam,Electrician,Medium,,,,,,
46,85,179,8.81,FALSE,Varanasi,Architect,Medium,,,,,,
53,63,189,38.45,FALSE,Bangalore,Sales Manager,Medium,,,,,,
45,51,165,19.01,FALSE,Ahmedabad,Real Estate Agent,Low,,,,,,
60,62,174,25.31,TRUE,Vadodara,Driver,High,,,,,,
35,98,153,40.42,FALSE,Delhi,Accountant,Medium,,,,,,
52,57,193,22.05,TRUE,Delhi,Government Employee,High,,,,,,
38,65,166,22.78,FALSE,Visakhapatnam,Banker,Low,,,,,,
54,51,180,19.92,FALSE,Chennai,Electrician,Medium,,,,,,
36,46,182,21.51,TRUE,Patna,Sales Manager,High,,,,,,
21,73,164,5.67,FALSE,Kolkata,Factory Worker,Low,,,,,,
46,58,168,33.41,TRUE,Visakhapatnam,Civil Servant,High,,,,,,
53,73,189,5.57,TRUE,Jaipur,Content Writer,High,,,,,,
44,45,176,16.79,FALSE,Patna,Electrician,High,,,,,,
53,98,184,31.3,FALSE,Patna,Software Engineer,Medium,,,,,,
50,96,177,25.92,FALSE,Bhopal,Government Employee,Medium,,,,,,
32,73,184,42.92,TRUE,Nagpur,Factory Worker,Medium,,,,,,
38,89,183,5.89,TRUE,Patna,Retail Manager,High,,,,,,
32,76,183,24.33,TRUE,Indore,Civil Servant,Medium,,,,,,
33,46,189,32.77,FALSE,Mumbai,Banker,Low,,,,,,
45,84,157,17.2,FALSE,Ahmedabad,Civil Servant,Medium,,,,,,
34,92,180,5.65,FALSE,Ludhiana,Carpenter,Low,,,,,,
56,63,174,5.14,FALSE,Allahabad,Engineer,Low,,,,,,
44,76,159,24.36,TRUE,Indore,Architect,High,,,,,,
52,92,180,42.7,FALSE,Jaipur,Accountant,Medium,,,,,,
57,51,193,28.84,TRUE,Agra,Sales Manager,High,,,,,,
40,85,163,16.08,FALSE,Rajkot,Driver,Low,,,,,,
20,93,151,24.62,FALSE,Srinagar,Nurse,Medium,,,,,,
59,66,192,28.46,FALSE,Ghaziabad,Pharmacist,Medium,,,,,,
33,54,191,29.58,FALSE,Chennai,Chef,Medium,,,,,,
21,50,177,14.47,FALSE,Srinagar,Lawyer,Low,,,,,,
39,57,171,24.37,FALSE,Allahabad,Chef,Low,,,,,,
23,84,190,40.37,TRUE,Indore,Civil Servant,Medium,,,,,,
30,52,174,2.63,FALSE,Ahmedabad,Government Employee,Low,,,,,,
38,85,185,28.45,FALSE,Amritsar,Shop Owner,Low,,,,,,
38,92,172,20.88,TRUE,Meerut,Retail Manager,High,,,,,,
37,81,183,2.75,FALSE,Srinagar,Electrician,Low,,,,,,
35,62,156,30.07,TRUE,Meerut,Plumber,High,,,,,,
44,62,173,4.45,TRUE,Nagpur,Doctor,Medium,,,,,,
56,95,161,31.71,FALSE,Varanasi,Sales Manager,High,,,,,,
38,52,172,10.01,FALSE,Amritsar,Retail Manager,Low,,,,,,
34,48,178,28.72,TRUE,Meerut,Banker,High,,,,,,
58,66,150,18.58,FALSE,Jaipur,Shop Owner,Low,,,,,,
21,60,184,4.42,FALSE,Nashik,Carpenter,Low,,,,,,
28,79,168,42.36,FALSE,Kanpur,Lab Technician,Low,,,,,,
21,91,180,13.87,FALSE,Hyderabad,Banker,Low,,,,,,
57,45,156,21.74,FALSE,Bangalore,Teacher,Medium,,,,,,
41,76,150,30.52,FALSE,Mumbai,Electrician,Medium,,,,,,
60,98,163,39.79,FALSE,Indore,Software Engineer,High,,,,,,
44,88,151,5.58,FALSE,Amritsar,Engineer,Medium,,,,,,
52,71,157,8.76,TRUE,Mumbai,Lab Technician,High,,,,,,
34,97,174,27.83,TRUE,Amritsar,Carpenter,High,,,,,,
24,91,167,45.74,FALSE,Chennai,Teacher,Medium,,,,,,
63,56,160,22.93,TRUE,Bangalore,Businessman,High,,,,,,
45,83,158,32.05,FALSE,Indore,Chef,Medium,,,,,,
57,99,166,5.88,TRUE,Kanpur,Insurance Agent,High,,,,,,
32,59,165,14.41,TRUE,Lucknow,Real Estate Agent,Medium,,,,,,
36,91,179,34.84,FALSE,Nashik,Banker,Medium,,,,,,
51,60,162,37.06,TRUE,Surat,Marketing Manager,High,,,,,,
33,63,175,33.57,TRUE,Kolkata,Nurse,Medium,,,,,,
50,98,156,2.88,TRUE,Meerut,Lawyer,High,,,,,,
57,84,181,25.98,FALSE,Visakhapatnam,Civil Servant,Medium,,,,,,
62,98,195,34.61,FALSE,Rajkot,Lawyer,Medium,,,,,,
35,59,172,14.86,FALSE,Ahmedabad,Content Writer,Low,,,,,,
43,63,155,36.8,FALSE,Amritsar,Government Employee,Medium,,,,,,
57,84,155,44.17,TRUE,Allahabad,Architect,High,,,,,,
30,98,187,23.69,FALSE,Lucknow,Retail Manager,Low,,,,,,
45,56,150,39.67,TRUE,Ghaziabad,HR Manager,High,,,,,,
47,68,188,5.59,FALSE,Visakhapatnam,Data Analyst,Low,,,,,,
26,57,160,42.65,FALSE,Ranchi,Retail Manager,Low,,,,,,
56,69,167,42.67,FALSE,Ahmedabad,Carpenter,Medium,,,,,,
63,46,168,40.26,FALSE,Mumbai,Businessman,Medium,,,,,,
59,94,177,10.36,FALSE,Ranchi,Factory Worker,Medium,,,,,,
48,99,171,2.49,FALSE,Ludhiana,Shop Owner,Medium,,,,,,
31,66,176,44.12,FALSE,Delhi,Shop Owner,Low,,,,,,
38,90,185,36.22,FALSE,Nashik,Civil Servant,Low,,,,,,
38,82,153,44.1,TRUE,Nashik,Accountant,High,,,,,,
35,69,171,22.08,TRUE,Varanasi,Businessman,Medium,,,,,,
25,69,178,47.8,FALSE,Delhi,Accountant,Low,,,,,,
27,75,154,12.14,TRUE,Patna,Accountant,High,,,,,,
26,59,173,19.25,TRUE,Bhopal,Lawyer,Low,,,,,,
36,46,180,2.92,TRUE,Jaipur,Lawyer,Medium,,,,,,
62,93,159,7.43,FALSE,Chennai,Pharmacist,Medium,,,,,,
60,92,192,46.8,FALSE,Varanasi,Content Writer,Medium,,,,,,
26,72,180,26.59,FALSE,Jaipur,Real Estate Agent,Low,,,,,,
45,45,165,31.8,FALSE,Ghaziabad,Lab Technician,Medium,,,,,,
39,85,159,21.47,TRUE,Vadodara,Factory Worker,High,,,,,,
39,52,193,20.42,FALSE,Srinagar,Civil Servant,Medium,,,,,,
44,90,195,46.74,FALSE,Faridabad,Retail Manager,Low,,,,,,
52,51,170,24.51,FALSE,Hyderabad,Banker,Medium,,,,,,
22,64,164,49,TRUE,Allahabad,Marketing Manager,Medium,,,,,,
32,94,181,43.87,FALSE,Delhi,Retail Manager,Medium,,,,,,
27,84,151,25.71,FALSE,Chennai,Engineer,Medium,,,,,,
22,63,165,36.6,TRUE,Pune,Electrician,Low,,,,,,
49,48,171,14.7,FALSE,Ghaziabad,Doctor,Medium,,,,,,
46,58,183,6.89,FALSE,Amritsar,Banker,Medium,,,,,,
20,91,161,13.14,TRUE,Ghaziabad,Marketing Manager,High,,,,,,
21,92,175,16.36,TRUE,Allahabad,Doctor,High,,,,,,
29,72,155,4.09,FALSE,Ahmedabad,Driver,Low,,,,,,
20,81,158,38.71,FALSE,Meerut,Civil Servant,Medium,,,,,,
22,61,165,41.18,FALSE,Varanasi,Shop Owner,Low,,,,,,
18,80,158,26.36,FALSE,Bangalore,Government Employee,High,,,,,,
44,65,167,34.97,TRUE,Kanpur,Shop Owner,Medium,,,,,,
25,97,176,10.08,FALSE,Rajkot,Marketing Manager,Low,,,,,,
25,95,179,33.66,FALSE,Varanasi,Engineer,Low,,,,,,
48,86,169,48.73,FALSE,Nashik,Lawyer,Medium,,,,,,
36,82,168,19.5,FALSE,Allahabad,Pharmacist,Low,,,,,,
